"","NO.","url","Coding.combination","Date"
"1602",1785,"http://www.livemint.com/2010/02/25212953/States-should-be-paid-for-clea.html","IP, IA2, IT6",2010-02-01
"1603",1786,"http://beta.thehindu.com/news/national/article113168.ece","IP, IA1, ID2, IT6",2010-02-01
"1604",1787,"http://epaper.hindustantimes.com/ArticleImage.aspx?article=26_02_2010_004_008&mode=1","BZ, IA2, ID8, IT4,",2010-02-01
"1605",1788,"http://www.financialexpress.com/news/Mamata-puts-green-technologies-on-track/584057/","IP, IA2, ID2, IT6",2010-02-01
"1606",1789,"http://beta.thehindu.com/news/national/article124564.ece","GP, IA2, ID2, IT3",2010-03-01
"1607",1790,"http://beta.thehindu.com/news/national/article123555.ece","GP, IA2, ID2, IT8",2010-02-01
"1608",1791,"http://economictimes.indiatimes.com/news/economy/policy/Budget-2010-The-futures-clean-the-futures-bright/articleshow/5622313.cms","IP, IA2, IT4",2010-02-01
"1609",1792,"http://www.indianexpress.com/news/Budget--Green-fund-to-fight-global-warming/585022","IP, IA2, ID2, IT6",2010-02-01
"1610",1793,"http://www.hindustantimes.com/Pachauri-led-UN-panel-to-be-probed-on-climate-report/H1-Article1-513469.aspx","GP, IA1, IT6",2010-02-01
"1611",1794,"http://www.indianexpress.com/news/Legal-experts-water-down-MC-plan-to-apply-for-carbon-credits/585369","BZ, IA2, ID6, IT6",2010-03-01
"1612",1795,"http://economictimes.indiatimes.com/Union-Budget/Union-Budget-2010-Clean-energy-cess-on-coal-produced-in-India/articleshow/5619600.cms","IP, IA1, ID2, IT6",2010-02-01
"1613",1796,"http://www.livemint.com/2010/02/26235555/Our-clean-world.html","IP, IA2, IT4",2010-02-01
"1614",1797,"http://www.indianexpress.com/news/dream-no-small-dreams/588043/3","S, A6, B2, C5, D6, T4",2010-03-01
"1615",1798,"http://www.hindustantimes.com/rssfeed/india/Indian-farms-worst-hit-in-tropical-region/Article1-516339.aspx","IS, IA2, IB6, IT1, IC7, ID1",2010-03-01
"1616",1799,"http://www.livemint.com/2010/03/08002802/Quick-Edit--Green-imperialism.html","GP, A6, B7, C1, T3",2010-03-01
"1617",1800,"http://economictimes.indiatimes.com/news/news-by-industry/energy/power/Gail-Kutch-wind-power-plant-to-start-by-April/articleshow/5656029.cms","IBZ, IA2, IB8, IC5, ID6, IT6, ",2010-03-01
"1618",1801,"http://timesofindia.indiatimes.com/city/allahabad/Judiciary-making-efforts-to-save-environment/articleshow/5654998.cms","IP, IA2, IB1, IC8, ID8, IT1",2010-03-01
"1619",1802,"http://timesofindia.indiatimes.com/home/opinion/edit-page/Winning-Formula/articleshow/5654984.cms","GP, IA2, B3, IC1, IT2",2010-03-01
"1620",1803,"http://www.hindu.com/2010/03/07/stories/2010030754251100.htm","IP, IA2, IB1, IC6, ID5, IT6",2010-03-01
"1621",1804,"http://beta.thehindu.com/sci-tech/energy-and-environment/article202431.ece?homepage=true","IP, IA2, IB1, IC1, ID2, IT6",2010-03-01
"1622",1805,"Will India formally associate with Copenhagen accord again? http://economictimes.indiatimes.com/articleshow/5652831.cms","GP, IA2, IB9, C2, ID2 (& D2), IT8",2010-03-01
"1623",1806,"http://economictimes.indiatimes.com/articleshow/5649392.cms","GP, IA5, IB2, C2, IT6",2010-03-01
"1624",1807,"http://www.telegraphindia.com/1100307/jsp/calcutta/story_12185259.jsp","S, IA2, IB1, IC6, D7, IT2, ",2010-03-01
"1625",1808,"http://timesofindia.indiatimes.com/india/Govt-to-fight-attempts-to-unseat-Pachauri/articleshow/5687622.cms","IP, IA2, IB1, IC1, ID2, IT2",2010-03-01
"1626",1809,"http://www.hindustantimes.com/News-Feed/newdelhi/Won-t-let-Pachauri-down-in-IPCC-Govt/Article1-519479.aspx","IP, IA2, IB1, IC1, ID2, IT2",2010-03-01
"1627",1810,"http://timesofindia.indiatimes.com/home/environment/global-warming/Climate-report-shows-Australia-getting-warmer-/articleshow/5686200.cms","S, A1, B6, C7, D1, T7",NA
"1628",1811,"http://www.business-standard.com/india/news/pachauri-wants-gdp-to-measure-natural-resource-depletion/388773/","IP, IA2, IB1, IC6, D5, IT6",2010-03-01
"1629",1812,"http://timesofindia.indiatimes.com/home/environment/developmental-issues/EU-should-step-up-climate-cut-Report-/articleshow/5686896.cms","GP, IA2, B1, C6, D5, T3",2010-03-01
"1630",1813,"http://timesofindia.indiatimes.com/india/Himalayan-glacier-meltdown-Pachauri-says-wont-resign-over-one-mistake/articleshow/5685801.cms","IP, IA2, IB1, D5 (& ID2), IC1, IT2",2010-03-01
"1631",1814,"http://economictimes.indiatimes.com/news/politics/nation/Race-for-climate-top-job-hots-up/articleshow/5688441.cms","GP, IA2, B1, C1 (& C2), T8",2010-03-01
"1632",1815,"http://beta.thehindu.com/news/national/article245754.ece","IP, IA2, IB1, D5, IT2",2010-03-01
"1633",1816,"http://beta.thehindu.com/news/national/article245480.ece","IP, IA2, IB1, IC1, ID2, IT2",2010-03-01
"1634",1817,"http://www.indianexpress.com/news/Won--t-resign-over-one-mistake--says-Pachauri/590968","IP, IA2, IB1, D5, IT2",2010-03-01
"1635",1818,"http://economictimes.indiatimes.com/Flora-Fauna/IPCC-likely-to-backtrack-on-claim-that-global-warming-will-destroy-rainforests/articleshow/5686240.cms","S, A6, B1, C6, D1 (& D3), T6 ",2010-03-01
"1636",1819,"http://economictimes.indiatimes.com/news/news-by-industry/et-cetera/Pachauri-not-to-quit-IPCC/articleshow/5686943.cms","IP, IA2, IB1, D5",2010-03-01
"1637",1820,"http://economictimes.indiatimes.com/news/politics/nation/Govt-vows-to-fight-any-bid-to-unseat-R-K-Pachauri/articleshow/5688425.cms","IP, IA2, ",2010-03-01
"1638",1821,"http://www.hindu.com/2010/03/03/stories/2010030358701000.htm","GP, IA2, ID8, IT1",2010-03-01
"1639",1822,"http://timesofindia.indiatimes.com/world/uk/Climate-expert-in-email-row-says-hid-data-to-stop-misuse/articleshow/5634952.cms","GP, A1, D5, T2",2010-03-01
"1640",1823,"http://www.indianexpress.com/news/Science-monitor/586152","GP, IA2, IT9 ",2010-03-01
"1641",1824,"http://www.financialexpress.com/news/FE-Editorial--Climate-correction/585833/","GP, IA5, IT4",2010-03-01
"1642",1825,"http://www.hindustantimes.com/rssfeed/americas/A-growing-mound-of-manure-US-no-2-pollutant/Article1-514650.aspx","S, A6, D2, T9",2010-03-01
"1643",1826,"http://timesofindia.indiatimes.com/india/Jairam-suggests-new-climate-team-drops-critics-from-list/articleshow/5639184.cms","IP, IA2, ID2, IT8",2010-03-01
"1644",1827,"http://timesofindia.indiatimes.com/home/environment/global-warming/Closed-N-fuel-cycle-must-to-mitigate-climate-change-threat-/articleshow/5638009.cms","IS, IA1, ID1, IT6",2010-03-01
"1645",1828,"http://economictimes.indiatimes.com/news/politics/nation/BASIC-difference-in-increasing-members-to-keep-G-77-strong/articleshow/5639152.cms","GP, IA2, ID2, IT8",2010-03-01
"1646",1829,"http://economictimes.indiatimes.com/opinion/editorial/Cow-belch-politics/articleshow/5639298.cms","GP, IA2, D4, I10",2010-03-01
"1647",1830,"http://economictimes.indiatimes.com/environment/developmental-issues/Dubai-to-host-global-eco-friendly-technology-exhibition/articleshow/5637984.cms","BZ, IA1, IT6",2010-03-01
"1648",1831,"http://www.hindu.com/seta/2010/03/04/stories/2010030451611600.htm","S, IA2, D1, IT6",2010-03-01
"1649",1832,"http://www.business-standard.com/india/news/oreda-plans-%5Csolar-farm%5C-in-bolangir/387386/","IP, IA2, IT6 ",2010-03-01
"1650",1833,"http://timesofindia.indiatimes.com/home/environment/developmental-issues/IMF-suggests-how-to-raise-climate-change-funds/articleshow/5659391.cms","GP, A1, D4, T6 ",2010-03-01
"1651",1834,"http://beta.thehindu.com/news/national/article221360.ece","GP, IA2, ID2, IT9",2010-03-01
"1652",1835,"http://www.business-standard.com/india/news/copenhagen-accord-not-legally-binding-govt/87774/on","IP, IA1, ID2, IT6",2010-03-01
"1653",1836,"http://economictimes.indiatimes.com/news/news-by-industry/et-cetera/India-needs-to-find-right-model-for-managing-climate-change/articleshow/5660875.cms","GP, IA2, IT6",2010-03-01
"1654",1837,"http://www.hindustantimes.com/News-Feed/cricketnews/IPL-cricketers-to-don-eco-friendly-attires/Article1-516859.aspx","BZ, IA2, ID6, IT4",2010-03-01
"1655",1838,"http://timesofindia.indiatimes.com/home/environment/developmental-issues/S-Africa-India-in-race-for-UN-climate-chief-job/articleshow/5664227.cms","GP, IA1, D2, IT6",2010-03-01
"1656",1839,"http://www.business-standard.com/india/news/s-africa-india-in-race-for-un-climate-chief-job/87920/on","GP, IA1, D2, IT8",2010-03-01
"1657",1840,"http://www.indianexpress.com/news/Jairam--We-stand-by-Copenhagen-Accord/588980","GP, IA2, IT8, ID2",2010-03-01
"1658",1841,"http://economictimes.indiatimes.com/news/politics/nation/India-China-to-formally-back-Copenhagen-Accord/articleshow/5665513.cms","GP, IA2, ID2+D2, IT6",2010-03-01
"1659",1842,"http://www.financialexpress.com/news/Will-list-in-Hagen-Accord-preamble--says-Ramesh/588902/","GP, IA1, ID2, IT6",2010-03-01
"1660",1843,"http://beta.thehindu.com/sci-tech/energy-and-environment/article223793.ece","GP, IA2, ID2, IT8 ",2010-03-01
"1661",1844,"http://economictimes.indiatimes.com/news/news-by-industry/telecom/Telecom-majors-invest-heavily-to-go-green/articleshow/5665363.cms","BZ, IA2, ID6, IT6",2010-03-01
"1662",1845,"http://economictimes.indiatimes.com/Brand-Equity/Tesco-tries-switching-to-plastic-spirits-bottles/articleshow/5665699.cms","BZ, A2, D6, T6",2010-03-01
"1663",1846,"http://timesofindia.indiatimes.com/india/China-to-stick-to-climate-change-stand-expects-India-to-follow-suit/articleshow/5668686.cms","GP, IA2, D2, IT8",2010-03-01
"1664",1847,"http://www.livemint.com/2010/03/10235846/UN-appoints-panel-to-review-IP.html","GP, IA2, IT6",2010-03-01
"1665",1848,"http://beta.thehindu.com/news/international/article229177.ece","GP, IA1, D4+D5+D1, IT6 ",2010-03-01
"1666",1849,"http://timesofindia.indiatimes.com/india/No-say-for-power-ministry-in-green-panel-irks-Shinde/articleshow/5668891.cms","IP, IA2, ID2, IT8",2010-03-01
"1667",1850,"http://www.business-standard.com/india/news/european-commission-sets-strategy-for-global-action-post-copenhagen/388241/","GP, IA2, D2, IT8 ",2010-03-01
"1668",1851,"http://timesofindia.indiatimes.com/home/environment/developmental-issues/China-unsure-on-warming-cause-to-stick-with-CO2-cuts-/articleshow/5668223.cms","GP, A1, D2, T6",2010-03-01
"1669",1852,"http://timesofindia.indiatimes.com/home/environment/pollution/US-cap-and-trade-rebranded-pollution-reduction/articleshow/5668235.cms","GP, A1, D2, T8",2010-03-01
"1670",1853,"http://www.livemint.com/2010/03/10215601/Interministerial-climate-chan.html","IP, IA2, ID1+ID2, IT8",2010-03-01
"1671",1854,"http://www.indianexpress.com/news/China-to-work-with-India-in-future-negotiations-on-Climate/589230","GP, A1, D2, T6",2010-03-01
"1672",1855,"http://timesofindia.indiatimes.com/city/delhi/Lights-out-Earth-Hour-back-in-Delhi/articleshow/5668028.cms","BZ, IA1, ID2+ID5+ID8, IT4 ",2010-03-01
"1673",1856,"http://www.hindustantimes.com/Conserving-power-one-bulb-at-a-time/H1-Article1-517580.aspx","IP, IA2, ID2, IT4",2010-03-01
"1674",1857,"http://epaper.hindustantimes.com/Default.aspx?Id=697358527A4E4A71704E513450586D764C6B30554650326B657939662B454B2B7676784A624C3463552B553D","BZ, ID2+ID8, IT10",2010-03-01
"1675",1858,"http://timesofindia.indiatimes.com/home/environment/global-warming/UN-to-review-its-top-climate-panel-IPCC/articleshow/5671000.cms","GP, IA1, D5+D4, IT6",2010-03-01
"1676",1859,"http://www.hindustantimes.com/News-Feed/newdelhi/As-IPCC-stumbles-sceptics-gain-ground/Article1-517997.aspx","GP, IA2, D5+ID8+ID1+ IT6",2010-03-01
"1677",1860,"http://beta.thehindu.com/sci-tech/energy-and-environment/article236910.ece","GP, IA2, D5+D4, IT6",2010-03-01
"1678",1861,"http://www.business-standard.com/india/news/top-scientists-to-review-un%5Cs-climate-panel/88086/on","GP, IA2, D5+D4, IT6",2010-03-01
"1679",1862,"http://www.hindu.com/2010/03/15/stories/2010031554881400.htm","GP, ID2, IA2, IT9",2010-03-01
"1680",1863,"http://www.indianexpress.com/news/HP-to-award-renewable-energy-certificates/590744/","IP, IA2, IT6",2010-03-01
"1681",1864,"http://timesofindia.indiatimes.com/world/china/Chinese-premier-Wen-Jiabao-says-he-was-snubbed-at-Copenhagen-climate-talks/articleshow/5682356.cms","GP, IA2, D2, IT3 ",2010-03-01
"1682",1865,"http://timesofindia.indiatimes.com/india/Lakshadweep-and-Kerala-feel-the-heat/articleshow/5683977.cms","IS, IA2, ID1+ID7, ITI",2010-03-01
"1683",1866,"http://timesofindia.indiatimes.com/life/health-fitness/health/Obesity-climate-change-threats-to-civilisation/articleshow/5682606.cms","S, A1, D1, T1",2010-03-01
"1684",1867,"http://www.indianexpress.com/news/1st---4-by-4--climate-impact-assessment-soon--Jairam/590572","IP, IA2, ID2, IT6",2010-03-01
"1685",1868,"http://www.thehindubusinessline.com/2010/03/14/stories/2010031451470400.htm","GP, IA2, D5, IT6",2010-03-01
"1686",1869,"http://www.business-standard.com/india/news/princely-push-to-climate-debate/388435/","GP, IA2, D2, IT6",2010-03-01
"1687",1870,"http://economictimes.indiatimes.com/news/economy/foreign-trade/India-wants-bar-on-firms-lifted-for-high-tech-trade/articleshow/5688848.cms","GP, IA1, ID2, IT6",2010-03-01
"1688",1871,"http://timesofindia.indiatimes.com/home/environment/global-warming/US-calls-17-country-green-meet-in-April/articleshow/5691387.cms","GP, IA2, IT8",2010-03-01
"1689",1872,"http://beta.thehindu.com/news/international/article248219.ece","GP, IA2, D2+D6, IT6",2010-03-01
"1690",1873,"http://www.indianexpress.com/news/Industrialist-babu-bonhomie-polluting-state--","IP, IA2, ID2, IT9",2010-03-01
"1691",1874,"http://www.financialexpress.com/news/Power-to-become-dearer-in-Punjab/591643/","IP, IA2, IT6",2010-03-01
"1692",1875,"http://www.business-standard.com/india/news/nitin-desai-carbon-forestry/388947/","IP, IA5, IT1",2010-03-01
"1693",1876,"http://beta.thehindu.com/sci-tech/technology/article252730.ece","BZ, A1, T6",2010-03-01
"1694",1877,"http://economictimes.indiatimes.com/Global-Warming/Watchdog-bans-two-government-climate-warnings-/articleshow/5695490.cms","BZ, A1, D2, T9",2010-03-01
"1695",1878,"http://economictimes.indiatimes.com/Developmental-Issues/Maldives-president-calls-for-reframing-climate-debate/articleshow/5695186.cms","GP, A1, D2, T1",2010-03-01
"1696",1879,"http://www.financialexpress.com/news/Champagne-bottles-go-green/591945/","BZ, A1, D6, T4",2010-03-01
"1697",1880,"http://www.indianexpress.com/news/un-rules-out-double-track-approach-on-climate-change/592036/0","GP, A1, D2+D4, T8",2010-03-01
"1698",1881,"http://www.indianexpress.com/news/the-sweet-taste-of-solar-energy/592380/0","S, IA1, D1, IT4",2010-03-01
"1699",1882,"http://www.indianexpress.com/news/Govt-to-draft-climate-change-action-plan/592882/","IP, IA2, ID2, IT6",2010-03-01
"1700",1883,"http://www.business-standard.com/india/news/hsbc-signs-pact-to-fund-india-green-energy-projects/88897/on","IP, IA1, ID2+ID6, IT6",2010-03-01
"1701",1884,"http://beta.thehindu.com/news/national/article257357.ece","BZ, IA2, D5, IT6",2010-03-01
"1702",1885,"http://economictimes.indiatimes.com/articleshow/5700315.cms","GP, A5, T2",2010-03-01
"1703",1886,"http://timesofindia.indiatimes.com/india/Security-green-lights-cycles-for-MPs-in-Parliament/articleshow/5709427.cms","BZ, IA2, ID2, IT10",2010-03-01
"1704",1887,"http://timesofindia.indiatimes.com/city/ahmedabad/Citys-BRTS-is-talk-of-Seoul-meet-/articleshow/5709629.cms","BZ, IA2, ID2, IT4",2010-03-01
"1705",1888,"http://timesofindia.indiatimes.com/city/lucknow/IIM-L-takes-the-dark-route-to-save-light/articleshow/5709844.cms","BZ, IA2, ID8, IT4 ",2010-03-01
"1706",1889,"http://timesofindia.indiatimes.com/city/chandigarh/Sun-day-sizzles-at-346o-C-opens-way-for-warm-wave/articleshow/5709746.cms","IS, IA2, ID1, ITI",2010-03-01
"1707",1890,"http://timesofindia.indiatimes.com/city/delhi/Old-norms-killing-saplings-green-cover-in-Aravali-range-/articleshow/5709673.cms","IP, IA2, ID2+ID3, IT9",2010-03-01
"1708",1891,"http://timesofindia.indiatimes.com/city/chennai/TN-yet-to-go-eco-friendly-in-power-usage/articleshow/5709759.cms","IP, IA2, ID2, IT9",2010-03-01
"1709",1892,"http://www.livemint.com/2010/03/21212707/India-to-offer-help-on-weather.html","IS, IA2, ID2+ID1, IT6",2010-03-01
"1710",1893,"http://www.indianexpress.com/news/saran-us-uk-tried-to-divide-developing-nations-at-copenhagen/593510/0","GP, IA2, ID2, IT9",2010-03-01
"1711",1894,"http://www.financialexpress.com/news/The-road-less-travelled/593423/","IP, IA5, IT9",2010-03-01
"1712",1895,"http://www.indianexpress.com/news/Climate-change--Environment-Directorate-to-sign-MoU-with-TERI/593560/","IP, ID2, IA2, IT6",2010-03-01
"1713",1896,"http://www.indianexpress.com/news/--Will-cut-carbon-intensity-by-20-25--of-2005-level-by-2020--/593420","IP, IA1, ID2, IT6",2010-03-01
"1714",1897,"http://www.business-standard.com/india/news/high-level-committee-to-finalise-action-planclimate-change/389146/","IP, IA2, ID2, IT6",2010-03-01
"1715",1898,"http://timesofindia.indiatimes.com/home/environment/global-warming/Track-II-diplomacy-on-climate/articleshow/5703127.cms","IP, IA2, ID2, IT8",2010-03-01
"1716",1899,"http://timesofindia.indiatimes.com/city/mangalore/An-effort-to-conserve-electricitytimes-news-network/articleshow/5706791.cms","BZ, IA2, IT4",2010-03-01
"1717",1900,"http://economictimes.indiatimes.com/news/politics/nation/Energy-security-worry-to-drive-Indias-low-CO2-plan/articleshow/5711334.cms","IP, IA1, ID2, IT6",2010-03-01
"1718",1901,"http://economictimes.indiatimes.com/news/news-by-industry/indl-goods-/-svs/cement/US-firm-claims-to-have-developed-tech-to-lock-CO2-emissions-into-cement/articleshow/5711653.cms","BZ, A6, D6+D1, T4",2010-03-01
"1719",1902,"http://www.livemint.com/2010/03/22132958/Energy-security-worry-to-drive.html","IP, IA2, ID2, IT6",2010-03-01
"1720",1903,"http://www.business-standard.com/india/news/battery-run-cars-mooted-for-parliament-house-complex/89083/on","IP, IA1, IT4",2010-03-01
"1721",1904,"http://www.business-standard.com/india/news/ifc-to-invest-10-mn-in-azure-power-for-solar-projects/89105/on","BZ, IA1, ID6+D4, IT6",2010-03-01
"1722",1905,"http://beta.thehindu.com/news/article303923.ece?homepage=true","IP, IA2, ID2, IT1",2010-03-01
"1723",1906,"http://www.indianexpress.com/news/spin-science-and-climate-change/595371/0","GP, A6, T1",2010-03-01
"1724",1907,"http://timesofindia.indiatimes.com/india/Post-IPCC-gaffe-govt-seeks-changes-in-panel-ops/articleshow/5720517.cms","GP, IA2, IT9",2010-03-01
"1725",1908,"http://www.livemint.com/2010/03/23203446/The-problem-with-biofuel.html","GP, A5, D1 +D4, IT9",2010-03-01
"1726",1909,"http://www.hindu.com/seta/2010/03/25/stories/2010032551261500.htm","S, A1, D1, T9",2010-03-01
"1727",1910,"http://www.indianexpress.com/news/Study-to-measure-climate-change-effect-in-state/595966/","IP, IA2, ID2+ ID3, IT6",2010-03-01
"1728",1911,"http://timesofindia.indiatimes.com/life/health-fitness/health/Meat-milk-production-less-harmful-to-planet/articleshow/5723052.cms","GP, IA1, D1+D4, IT9",2010-03-01
"1729",1912,"http://www.hindustantimes.com/India-to-be-open-defecation-free-in-three-years/H1-Article1-523042.aspx","GP, IA2, ID2+D4, IT1",2010-03-01
"1730",1913,"http://economictimes.indiatimes.com/news/politics/nation/India-initiates-project-to-study-impact-of-global-warming/articleshow/5724252.cms","IP, IA1, ID2, IT6",2010-03-01
